class_name,image_1,image_2,phash_distance
Soybean___healthy,train\Soybean___healthy\a8ad6135-8fbe-45f5-bc74-d53b01ca258d___RS_HL 3809.JPG,val\Soybean___healthy\739ea6bb-06d4-4c72-8195-549c64aa1f10___RS_HL 4744.JPG,4
Soybean___healthy,train\Soybean___healthy\a8e49f7b-fd02-4620-a80d-035b239f811e___RS_HL 4663.JPG,train\Soybean___healthy\b25561af-8ae8-49a6-ac2a-f6c1729b3638___RS_HL 4582.JPG,4
Soybean___healthy,train\Soybean___healthy\a8e49f7b-fd02-4620-a80d-035b239f811e___RS_HL 4663.JPG,train\Soybean___healthy\c3e1d866-47c6-4ed3-8c1a-c59328c60ba3___RS_HL 3631.JPG,4
Soybean___healthy,train\Soybean___healthy\a8e49f7b-fd02-4620-a80d-035b239f811e___RS_HL 4663.JPG,val\Soybean___healthy\dc49eeea-4d43-4705-9f69-aa7dee38226b___RS_HL 3140.JPG,4
Soybean___healthy,train\Soybean___healthy\a908266b-af75-40a2-9d78-986c9b8f7d70___RS_HL 6139.JPG,train\Soybean___healthy\e3bf7310-7b54-4c47-9c2d-98f9f8291978___RS_HL 6866.JPG,4
Soybean___healthy,train\Soybean___healthy\a99084dd-d6e8-4701-8303-d9a1c9d941f4___RS_HL 6340.JPG,train\Soybean___healthy\f9a54022-6065-43f6-8017-f178630158a7___RS_HL 5982.JPG,4
Soybean___healthy,train\Soybean___healthy\aa0b5f1c-fd0b-43e2-b984-ffab983bd685___RS_HL 6088.JPG,val\Soybean___healthy\8557e416-c01e-4103-bcc5-005c4a36a753___RS_HL 6098.JPG,4
Soybean___healthy,train\Soybean___healthy\aa41bf8a-dd9d-42bb-ae62-fff4c02523dc___RS_HL 7306.JPG,train\Soybean___healthy\cb14875a-e0a9-48e1-9747-0d35b4ddcad8___RS_HL 7304.JPG,2
Soybean___healthy,train\Soybean___healthy\aa41bf8a-dd9d-42bb-ae62-fff4c02523dc___RS_HL 7306.JPG,val\Soybean___healthy\1f15bd54-6576-4521-98f6-a12b8bd1c4e6___RS_HL 4585.JPG,4
Soybean___healthy,train\Soybean___healthy\ab66a10b-a31d-4897-8b8d-368889e3f6f7___RS_HL 6135.JPG,train\Soybean___healthy\b09ab269-e19c-4f53-80fe-ee7552d13a61___RS_HL 5502.JPG,4
Soybean___healthy,train\Soybean___healthy\ab66a10b-a31d-4897-8b8d-368889e3f6f7___RS_HL 6135.JPG,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,4
Soybean___healthy,train\Soybean___healthy\ac52dcf9-6773-4002-a536-ad587c863252___RS_HL 6767.JPG,val\Soybean___healthy\9d8e41e8-d2c7-4d04-b29a-08c394fffd6f___RS_HL 6768.JPG,4
Soybean___healthy,train\Soybean___healthy\ad79ae0c-ab1a-43d8-9f62-5d67943a8acf___RS_HL 4702.JPG,train\Soybean___healthy\f3e61ff2-2d28-418c-aef2-cc5362eaaa57___RS_HL 5162.JPG,4
Soybean___healthy,train\Soybean___healthy\ae093106-e1d6-4383-b599-1d3a3ce9ca7c___RS_HL 4569.JPG,train\Soybean___healthy\e8e92d6f-0840-468f-a2af-d5fd89daa945___RS_HL 4611.JPG,4
Soybean___healthy,train\Soybean___healthy\aeeb787e-97c2-403a-941d-925e553909c8___RS_HL 6358.JPG,train\Soybean___healthy\b9718434-1c01-4624-8c23-3306cd0d5758___RS_HL 6357.JPG,4
Soybean___healthy,train\Soybean___healthy\af4a7e90-22a7-47e1-8e64-db36cb6aa17d___RS_HL 6529.JPG,val\Soybean___healthy\89444c12-2d69-4bb9-8533-0bf25cb93ef9___RS_HL 6527.JPG,4
Soybean___healthy,train\Soybean___healthy\afa5ace9-4b20-4250-83f0-2b2a8bc8d2a8___RS_HL 4230.JPG,val\Soybean___healthy\1de56755-4034-4806-8d54-907c3076757a___RS_HL 4361.JPG,4
Soybean___healthy,train\Soybean___healthy\afa5ace9-4b20-4250-83f0-2b2a8bc8d2a8___RS_HL 4230.JPG,val\Soybean___healthy\a522afba-a47b-453e-bb3e-bcd4f8d3a411___RS_HL 3253.JPG,4
Soybean___healthy,train\Soybean___healthy\b09ab269-e19c-4f53-80fe-ee7552d13a61___RS_HL 5502.JPG,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,2
Soybean___healthy,train\Soybean___healthy\b09ab269-e19c-4f53-80fe-ee7552d13a61___RS_HL 5502.JPG,train\Soybean___healthy\ccc39144-2922-40ab-9b8c-2af9f4e9e836___RS_HL 4622.JPG,4
Soybean___healthy,train\Soybean___healthy\b09ab269-e19c-4f53-80fe-ee7552d13a61___RS_HL 5502.JPG,val\Soybean___healthy\3e43261a-8265-4e65-a2dd-feda13a307fe___RS_HL 4448.JPG,4
Soybean___healthy,train\Soybean___healthy\b0dacbcd-d641-413f-8f7b-0e34d9bae403___RS_HL 5391.JPG,train\Soybean___healthy\f84bd9bb-e705-4781-b83c-069cfd6f139c___RS_HL 5769 1.JPG,4
Soybean___healthy,train\Soybean___healthy\b0dacbcd-d641-413f-8f7b-0e34d9bae403___RS_HL 5391.JPG,val\Soybean___healthy\27a2656d-1dfc-46f0-a4c8-9c706b10e631___RS_HL 4759.JPG,4
Soybean___healthy,train\Soybean___healthy\b227114e-2b04-4d6f-bb30-6ae75fccbdde___RS_HL 6322.JPG,train\Soybean___healthy\ed1c954a-2d5f-42aa-bdc3-a644184a326e___RS_HL 6321.JPG,4
Soybean___healthy,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,train\Soybean___healthy\ccc39144-2922-40ab-9b8c-2af9f4e9e836___RS_HL 4622.JPG,2
Soybean___healthy,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,train\Soybean___healthy\e827fd08-9df7-43a3-bf10-f2011f0c834a___RS_HL 4740.JPG,4
Soybean___healthy,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,train\Soybean___healthy\eb6d0eee-eea7-45ea-9855-1282cdd263e3___RS_HL 3819.JPG,4
Soybean___healthy,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,train\Soybean___healthy\f84a4ac8-730b-40f2-b796-3fbf5d464ccb___RS_HL 3458.JPG,4
Soybean___healthy,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,val\Soybean___healthy\057e2cca-5656-47ba-8381-08158319f729___RS_HL 5576 1.JPG,4
Soybean___healthy,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,val\Soybean___healthy\3e43261a-8265-4e65-a2dd-feda13a307fe___RS_HL 4448.JPG,4
Soybean___healthy,train\Soybean___healthy\b258123b-1596-4417-9e26-39cf9a06da41___RS_HL 3689.JPG,train\Soybean___healthy\d99eaa38-54e9-472f-8aab-f6dccc1a7eed___RS_HL 4996.JPG,4
Soybean___healthy,train\Soybean___healthy\b258123b-1596-4417-9e26-39cf9a06da41___RS_HL 3689.JPG,val\Soybean___healthy\b148716c-c0f5-48bb-a5d8-21ca31ce7611___RS_HL 3684.JPG,4
Soybean___healthy,train\Soybean___healthy\b2eb78f7-5a84-4bfe-b3a8-81bf1b63c66d___RS_HL 5365.JPG,train\Soybean___healthy\c0815e93-b1c5-4496-b1c9-d242dcbb35d5___RS_HL 4979.JPG,4
Soybean___healthy,train\Soybean___healthy\b2eb78f7-5a84-4bfe-b3a8-81bf1b63c66d___RS_HL 5365.JPG,val\Soybean___healthy\96d46f4a-6b65-4364-8889-33024fad0fc7___RS_HL 3600.JPG,4
Soybean___healthy,train\Soybean___healthy\b4069962-eac9-403d-9195-bae430444ac5___RS_HL 3893.JPG,val\Soybean___healthy\4815c4d9-ab13-434d-a7f6-f281e783d9e4___RS_HL 4446.JPG,4
Soybean___healthy,train\Soybean___healthy\b44dcbac-ddfc-4dc0-8800-52a35b590d30___RS_HL 7153.JPG,val\Soybean___healthy\93ebd0ba-d45f-42cf-b800-f12f8ab70a69___RS_HL 6721.JPG,2
Soybean___healthy,train\Soybean___healthy\b58b7d91-8ef1-4520-83f7-2de999660512___RS_HL 4455.JPG,val\Soybean___healthy\b34093d1-010b-4fd1-b95c-ab3d9c7b7f4c___RS_HL 3743.JPG,4
Soybean___healthy,train\Soybean___healthy\b5acd86d-9165-406a-9920-9e23b2a6259f___RS_HL 3898.JPG,train\Soybean___healthy\c151e38b-15f8-45e3-bb9b-54a76e26ccaa___RS_HL 4326.JPG,4
Soybean___healthy,train\Soybean___healthy\b5acd86d-9165-406a-9920-9e23b2a6259f___RS_HL 3898.JPG,val\Soybean___healthy\ba7af1cf-c424-4e43-8611-c70b0c057ce0___RS_HL 4074.JPG,4
Soybean___healthy,train\Soybean___healthy\b5bf6916-482e-42fa-83b7-63ec393db2c0___RS_HL 5293.JPG,val\Soybean___healthy\42f9d6af-6ef5-4c21-abfc-9aece98087e2___RS_HL 3843.JPG,4
Soybean___healthy,train\Soybean___healthy\b64ac4df-01a1-4e55-835c-137fbe6ff72c___RS_HL 4915.JPG,train\Soybean___healthy\e357abdf-3d4b-414d-82f6-b676896ae7b8___RS_HL 4633.JPG,4
Soybean___healthy,train\Soybean___healthy\b7089d25-1938-4d6e-82f8-6f504c3e26ba___RS_HL 5200.JPG,train\Soybean___healthy\e0e643d4-9d0c-4c19-b8ce-43ca6b3e95d5___RS_HL 7260.JPG,4
Soybean___healthy,train\Soybean___healthy\b7174c7a-1316-4850-92b5-a55fc8cd84bb___RS_HL 3670.JPG,train\Soybean___healthy\e91d3d42-f796-4dba-9890-ca2dd1613e08___RS_HL 5246.JPG,4
Soybean___healthy,train\Soybean___healthy\b7174c7a-1316-4850-92b5-a55fc8cd84bb___RS_HL 3670.JPG,val\Soybean___healthy\0231ac76-7dd9-4346-945e-fdfcebdaefe0___RS_HL 5779 1.JPG,4
Soybean___healthy,train\Soybean___healthy\b844568d-8ed2-41fd-a3e9-f23637487a6b___RS_HL 3125.JPG,train\Soybean___healthy\d52c7953-d971-4e49-9ff6-5f3721da8a77___RS_HL 5401.JPG,4
Soybean___healthy,train\Soybean___healthy\b844568d-8ed2-41fd-a3e9-f23637487a6b___RS_HL 3125.JPG,val\Soybean___healthy\a39f174d-6ff4-4dc4-a1fb-9c4ee0e7a92b___RS_HL 5389.JPG,4
Soybean___healthy,train\Soybean___healthy\b92ff029-51a7-4a2f-8dce-708b5c7f5f95___RS_HL 5072.JPG,train\Soybean___healthy\dcd0aa31-f0f7-466c-822c-ee89ffebce3f___RS_HL 5060.JPG,4
Soybean___healthy,train\Soybean___healthy\b93e2503-cadd-4350-912f-1888f9ea99ff___RS_HL 4662.JPG,train\Soybean___healthy\d8634477-baca-4b5b-8d79-dd673e49c2f6___RS_HL 5462.JPG,4
Soybean___healthy,train\Soybean___healthy\b93e2503-cadd-4350-912f-1888f9ea99ff___RS_HL 4662.JPG,train\Soybean___healthy\f67d5091-ac83-42d4-bb1d-fb0209266760___RS_HL 4660.JPG,4
Soybean___healthy,train\Soybean___healthy\b9b43bc3-5e8b-41b3-9891-a12efaf05074___RS_HL 6437.JPG,train\Soybean___healthy\ffdc654b-da66-4c21-9837-396c227ebc41___RS_HL 6435.JPG,4
Soybean___healthy,train\Soybean___healthy\b9c99b24-2427-495d-b3b4-6c398a514cee___RS_HL 4753.JPG,train\Soybean___healthy\c668b75d-b636-4513-b1d0-1b6420318c21___RS_HL 5268.JPG,4
Soybean___healthy,train\Soybean___healthy\ba07dce8-e521-4670-ad69-119e835010fe___RS_HL 6206.JPG,train\Soybean___healthy\f84a4ac8-730b-40f2-b796-3fbf5d464ccb___RS_HL 3458.JPG,4
Soybean___healthy,train\Soybean___healthy\ba324657-c8bb-4aa4-964d-c08c0ac2d53c___RS_HL 5325.JPG,train\Soybean___healthy\c87321e2-d5a4-4153-b3b9-c099cdf1db5d___RS_HL 3828.JPG,4
Soybean___healthy,train\Soybean___healthy\ba5c8e7a-bba3-4c6f-99c1-350104222687___RS_HL 6345.JPG,val\Soybean___healthy\66470940-d138-4a1c-8c96-0fcd0b6a6f7f___RS_HL 6346.JPG,4
Soybean___healthy,train\Soybean___healthy\baeb603a-d572-4eea-b078-f5495e6cec80___RS_HL 3806.JPG,train\Soybean___healthy\bb5bca01-7a42-475f-bf7c-f06d6a6a7d7b___RS_HL 3516.JPG,4
Soybean___healthy,train\Soybean___healthy\bb171f67-77ec-4025-9ff3-ea5b66be396b___RS_HL 6945.JPG,val\Soybean___healthy\9664f7f6-4780-467e-8368-62dd94313ac8___RS_HL 4213.JPG,4
Soybean___healthy,train\Soybean___healthy\bc370e85-40b2-46ae-8937-72d6e092f0e5___RS_HL 4937.JPG,train\Soybean___healthy\cf7944eb-68cb-4d2e-ac24-4827ac0460cb___RS_HL 4067.JPG,2
Soybean___healthy,train\Soybean___healthy\bc370e85-40b2-46ae-8937-72d6e092f0e5___RS_HL 4937.JPG,train\Soybean___healthy\d6498a4d-1725-4a1b-b327-5e89fa566b94___RS_HL 5637 1.JPG,4
Soybean___healthy,train\Soybean___healthy\bc370e85-40b2-46ae-8937-72d6e092f0e5___RS_HL 4937.JPG,val\Soybean___healthy\68947ab4-60ac-4261-b1c9-42644c8a78d5___RS_HL 4193.JPG,4
Soybean___healthy,train\Soybean___healthy\bc43ac1e-c679-42bc-90c7-b1374b73775a___RS_HL 3666.JPG,train\Soybean___healthy\c151e38b-15f8-45e3-bb9b-54a76e26ccaa___RS_HL 4326.JPG,4
Soybean___healthy,train\Soybean___healthy\bc43ac1e-c679-42bc-90c7-b1374b73775a___RS_HL 3666.JPG,train\Soybean___healthy\c642c062-ebf4-4afd-b286-983a7e601347___RS_HL 3925.JPG,4
Soybean___healthy,train\Soybean___healthy\bcceb05d-85a7-4e3d-aa18-3a2fe26bd2f3___RS_HL 6548.JPG,train\Soybean___healthy\e6cea06d-3ebb-418d-b7ca-de748a13a5df___RS_HL 3804.JPG,4
Soybean___healthy,train\Soybean___healthy\bd99e361-f8fe-4fdd-b07d-8e17a501f710___RS_HL 3510.JPG,val\Soybean___healthy\1de56755-4034-4806-8d54-907c3076757a___RS_HL 4361.JPG,4
Soybean___healthy,train\Soybean___healthy\bd99e361-f8fe-4fdd-b07d-8e17a501f710___RS_HL 3510.JPG,val\Soybean___healthy\a522afba-a47b-453e-bb3e-bcd4f8d3a411___RS_HL 3253.JPG,4
Soybean___healthy,train\Soybean___healthy\bd99e361-f8fe-4fdd-b07d-8e17a501f710___RS_HL 3510.JPG,val\Soybean___healthy\ff050cbf-3f4d-4294-b192-086d0b351c34___RS_HL 5594 1.JPG,4
Soybean___healthy,train\Soybean___healthy\be62b941-0c95-4e51-878c-80f9edeb2f27___RS_HL 6550.JPG,train\Soybean___healthy\fd1eb951-7985-47b7-b66b-cb7295aa8827___RS_HL 7000.JPG,4
Soybean___healthy,train\Soybean___healthy\beccae9f-3e65-4e7b-9eb3-f9584cbdb89d___RS_HL 4627.JPG,train\Soybean___healthy\fe22e33f-80de-4771-9dbe-68be9f4a21a9___RS_HL 4661.JPG,4
Soybean___healthy,train\Soybean___healthy\bee17ace-696f-42e9-9f59-b16b13d2e537___RS_HL 3096.JPG,train\Soybean___healthy\edd09edd-862f-42dd-82d8-24552f169584___RS_HL 3739.JPG,4
Soybean___healthy,train\Soybean___healthy\c015ee0c-de2f-45fc-bea9-9ab05438795e___RS_HL 5644 1.JPG,val\Soybean___healthy\31be8305-3a3d-41da-bd6b-98a7251deea4___RS_HL 4855.JPG,4
Soybean___healthy,train\Soybean___healthy\c015ee0c-de2f-45fc-bea9-9ab05438795e___RS_HL 5644 1.JPG,val\Soybean___healthy\5cedc784-28e7-46ca-8b84-cba4bf5ae2e7___RS_HL 4835.JPG,4
Soybean___healthy,train\Soybean___healthy\c072aed5-b91b-4d4d-a7b4-9ae81591ef08___RS_HL 4493.JPG,train\Soybean___healthy\cc26489a-267e-405a-9c10-5f9cb290fcad___RS_HL 5432.JPG,4
Soybean___healthy,train\Soybean___healthy\c1585706-72f3-4fbd-ad20-99cbabb395b4___RS_HL 6482.JPG,train\Soybean___healthy\fa660cac-3b37-46ed-8be1-8453776d0567___RS_HL 6653.JPG,4
Soybean___healthy,train\Soybean___healthy\c27e227c-ce19-40af-8edb-d40f5f73c725___RS_HL 5424.JPG,val\Soybean___healthy\5a65f68b-0260-49e5-a178-ca327c4e1020___RS_HL 4854.JPG,4
Soybean___healthy,train\Soybean___healthy\c3058e55-fbf1-47ac-b265-583125197c03___RS_HL 6037.JPG,train\Soybean___healthy\e50e5483-8e2c-46d6-bff9-add0c440368d___RS_HL 6373.JPG,4
Soybean___healthy,train\Soybean___healthy\c3fc4f16-7001-4444-a452-64490cdc7e73___RS_HL 5803.JPG,val\Soybean___healthy\be618514-250f-4cea-817c-b0ec422a834e___RS_HL 5801.JPG,2
Soybean___healthy,train\Soybean___healthy\c642c062-ebf4-4afd-b286-983a7e601347___RS_HL 3925.JPG,train\Soybean___healthy\cd5fbde6-c830-4cb6-a90a-761bf6520013___RS_HL 5612 1.JPG,4
Soybean___healthy,train\Soybean___healthy\c642c062-ebf4-4afd-b286-983a7e601347___RS_HL 3925.JPG,train\Soybean___healthy\cf618584-36d1-4c0b-86e7-6488da883d50___RS_HL 3475.JPG,2
Soybean___healthy,train\Soybean___healthy\c642c062-ebf4-4afd-b286-983a7e601347___RS_HL 3925.JPG,train\Soybean___healthy\f7fb9a56-8346-42f6-b5e4-15490350b649___RS_HL 4840.JPG,4
Soybean___healthy,train\Soybean___healthy\c642c062-ebf4-4afd-b286-983a7e601347___RS_HL 3925.JPG,val\Soybean___healthy\07323fc3-b155-4e0a-b4bf-8737af0bb59f___RS_HL 5191.JPG,4
Soybean___healthy,train\Soybean___healthy\c642c062-ebf4-4afd-b286-983a7e601347___RS_HL 3925.JPG,val\Soybean___healthy\29e53812-2949-4127-af2e-b80b4e967986___RS_HL 4245.JPG,4
Soybean___healthy,train\Soybean___healthy\c642c062-ebf4-4afd-b286-983a7e601347___RS_HL 3925.JPG,val\Soybean___healthy\ba7af1cf-c424-4e43-8611-c70b0c057ce0___RS_HL 4074.JPG,4
Soybean___healthy,train\Soybean___healthy\c6599df4-78b4-4056-a211-9d765e8029a1___RS_HL 3446.JPG,train\Soybean___healthy\c93fee6f-332c-4d0a-92c8-b0333576b038___RS_HL 5564 1.JPG,4
Soybean___healthy,train\Soybean___healthy\c734a02e-694c-4f03-b268-2611d73cee33___RS_HL 5186.JPG,val\Soybean___healthy\c55c20a5-c529-43af-949e-cfaad2377481___RS_HL 5454.JPG,4
Soybean___healthy,train\Soybean___healthy\c734a02e-694c-4f03-b268-2611d73cee33___RS_HL 5186.JPG,val\Soybean___healthy\fff606e6-7949-44cf-90d3-9507d2a97cfe___RS_HL 4083.JPG,4
Soybean___healthy,train\Soybean___healthy\c7c45837-d586-40ca-b0d2-37f0c05831a5___RS_HL 6715.JPG,val\Soybean___healthy\0e7617e5-8ef1-45be-83ca-04465a10f5de___RS_HL 6717.JPG,4
Soybean___healthy,train\Soybean___healthy\c8af80df-2b9d-4751-b0c2-9112d5f67944___RS_HL 6716.JPG,val\Soybean___healthy\0e7617e5-8ef1-45be-83ca-04465a10f5de___RS_HL 6717.JPG,4
Soybean___healthy,train\Soybean___healthy\c9c15de6-3408-4fd9-ab64-1144ca6d6603___RS_HL 5022.JPG,val\Soybean___healthy\fff606e6-7949-44cf-90d3-9507d2a97cfe___RS_HL 4083.JPG,4
Soybean___healthy,train\Soybean___healthy\ca7a6712-6217-44ed-b6a2-7c07459f8f98___RS_HL 6627.JPG,train\Soybean___healthy\e3bf7310-7b54-4c47-9c2d-98f9f8291978___RS_HL 6866.JPG,4
Soybean___healthy,train\Soybean___healthy\cc08e799-035e-4c08-b753-92e3863493e1___RS_HL 5526.JPG,train\Soybean___healthy\fe79b51f-a37e-4852-b4b8-bda523e9da39___RS_HL 5528.JPG,4
Soybean___healthy,train\Soybean___healthy\cc97c816-b895-47ba-818f-b244bba27581___RS_HL 3775.JPG,val\Soybean___healthy\f236f6a4-64b3-4c45-aaa6-c3e55db4c085___RS_HL 4689.JPG,4
Soybean___healthy,train\Soybean___healthy\cc97c816-b895-47ba-818f-b244bba27581___RS_HL 3775.JPG,val\Soybean___healthy\f29069df-0aca-4b34-af54-535f7787f1a2___RS_HL 3698.JPG,4
Soybean___healthy,train\Soybean___healthy\ccc39144-2922-40ab-9b8c-2af9f4e9e836___RS_HL 4622.JPG,train\Soybean___healthy\ce225768-65a5-419c-9a5b-d0351bea1636___RS_HL 4190.JPG,4
Soybean___healthy,train\Soybean___healthy\ccc39144-2922-40ab-9b8c-2af9f4e9e836___RS_HL 4622.JPG,train\Soybean___healthy\e827fd08-9df7-43a3-bf10-f2011f0c834a___RS_HL 4740.JPG,4
Soybean___healthy,train\Soybean___healthy\cd0b98c6-9aa7-4b94-bd4a-e6fd59db346e___RS_HL 4511.JPG,val\Soybean___healthy\1ba63a9d-673b-47f1-8440-a03fa8bd2332___RS_HL 4501.JPG,4
Soybean___healthy,train\Soybean___healthy\cd0b98c6-9aa7-4b94-bd4a-e6fd59db346e___RS_HL 4511.JPG,val\Soybean___healthy\2d011336-97ff-4a75-ad31-f7ed3591eb61___RS_HL 4503.JPG,4
Soybean___healthy,train\Soybean___healthy\cd5fbde6-c830-4cb6-a90a-761bf6520013___RS_HL 5612 1.JPG,train\Soybean___healthy\cf618584-36d1-4c0b-86e7-6488da883d50___RS_HL 3475.JPG,4
Soybean___healthy,train\Soybean___healthy\ce0aa2a1-34b5-47ed-8928-aef3f76b9971___RS_HL 3649.JPG,train\Soybean___healthy\d176a290-f657-4ea4-850f-fea38d42d01d___RS_HL 4248.JPG,4
Soybean___healthy,train\Soybean___healthy\cec39ec4-681a-4a6f-baba-b56cf2b3b277___RS_HL 4458.JPG,train\Soybean___healthy\dcd0aa31-f0f7-466c-822c-ee89ffebce3f___RS_HL 5060.JPG,4
Soybean___healthy,train\Soybean___healthy\cede2335-bc0d-4f1b-8886-644c3c97d990___RS_HL 3727.JPG,train\Soybean___healthy\e0f9d06d-375d-4bb0-aec5-f25c2c2505b7___RS_HL 4766.JPG,4
Soybean___healthy,train\Soybean___healthy\cede2335-bc0d-4f1b-8886-644c3c97d990___RS_HL 3727.JPG,train\Soybean___healthy\f67d5091-ac83-42d4-bb1d-fb0209266760___RS_HL 4660.JPG,4
Soybean___healthy,train\Soybean___healthy\cf618584-36d1-4c0b-86e7-6488da883d50___RS_HL 3475.JPG,val\Soybean___healthy\07323fc3-b155-4e0a-b4bf-8737af0bb59f___RS_HL 5191.JPG,4
Soybean___healthy,train\Soybean___healthy\cf618584-36d1-4c0b-86e7-6488da883d50___RS_HL 3475.JPG,val\Soybean___healthy\ba7af1cf-c424-4e43-8611-c70b0c057ce0___RS_HL 4074.JPG,4
Soybean___healthy,train\Soybean___healthy\d0e555d9-22c5-45f2-bbc0-0e87d6190741___RS_HL 3368.JPG,train\Soybean___healthy\d99eaa38-54e9-472f-8aab-f6dccc1a7eed___RS_HL 4996.JPG,4
Soybean___healthy,train\Soybean___healthy\d0e555d9-22c5-45f2-bbc0-0e87d6190741___RS_HL 3368.JPG,val\Soybean___healthy\23c94ac7-d14c-4185-8d61-82018a3ed304___RS_HL 4616.JPG,4
Soybean___healthy,train\Soybean___healthy\d0e555d9-22c5-45f2-bbc0-0e87d6190741___RS_HL 3368.JPG,val\Soybean___healthy\b34093d1-010b-4fd1-b95c-ab3d9c7b7f4c___RS_HL 3743.JPG,4
Soybean___healthy,train\Soybean___healthy\d12d2a72-7aa9-4cb7-9d47-cdb879952074___RS_HL 3396.JPG,val\Soybean___healthy\6dfcb336-25a6-4ee3-a193-05c5760ba9a6___RS_HL 4256.JPG,4
Soybean___healthy,train\Soybean___healthy\d13756c8-abfa-4e98-bafd-ddb960c09ad6___RS_HL 3384.JPG,val\Soybean___healthy\ea5d0530-5cfa-42d2-a8f8-48b6bde39c3e___RS_HL 6144.JPG,4
Soybean___healthy,train\Soybean___healthy\d1f81bac-3d5e-46e2-b311-ac83eb6ba43b___RS_HL 3419.JPG,val\Soybean___healthy\c20faf5e-7487-4a7f-9579-767b9ade0164___RS_HL 4232.JPG,4
Soybean___healthy,train\Soybean___healthy\d26e2f90-1f91-445e-97c2-0e26d90112a2___RS_HL 5941.JPG,val\Soybean___healthy\6f8693a0-9f00-4c8d-b57b-217dac181680___RS_HL 5860.JPG,4
Soybean___healthy,train\Soybean___healthy\d2b5af34-766f-411a-b229-227ff38e1323___RS_HL 3537.JPG,train\Soybean___healthy\d8e246bb-14ce-4d26-a069-f8ef1269217b___RS_HL 3590.JPG,4
Soybean___healthy,train\Soybean___healthy\d2c524a0-94cf-4fbc-85cb-bd1bf7890a4e___RS_HL 3667.JPG,val\Soybean___healthy\a8d6166c-6057-48cc-9c0d-9cc626d67700___RS_HL 3112.JPG,4
Soybean___healthy,train\Soybean___healthy\d306dd53-d4c6-4048-b1ff-e58aa9b240a5___RS_HL 4823.JPG,val\Soybean___healthy\18075112-de5a-402b-8957-bd94525bb362___RS_HL 3378.JPG,4
Soybean___healthy,train\Soybean___healthy\d3262cd0-7223-414b-b608-1507848973e0___RS_HL 6401.JPG,train\Soybean___healthy\f2713b50-20b8-4b75-ab5d-1c1810277f5b___RS_HL 6156.JPG,4
Soybean___healthy,train\Soybean___healthy\d39b2306-9188-459e-81e2-dba01b77c0ce___RS_HL 4482.JPG,train\Soybean___healthy\f94d610a-3d85-4a13-bf89-66622f71c4a0___RS_HL 5301.JPG,4
Soybean___healthy,train\Soybean___healthy\d4a90bc6-db0f-43e2-b3ac-7b178b6fb3ec___RS_HL 4058.JPG,val\Soybean___healthy\3e33f778-45c7-47a7-86b9-909e967cf585___RS_HL 5058.JPG,4
Soybean___healthy,train\Soybean___healthy\d4a90bc6-db0f-43e2-b3ac-7b178b6fb3ec___RS_HL 4058.JPG,val\Soybean___healthy\68947ab4-60ac-4261-b1c9-42644c8a78d5___RS_HL 4193.JPG,4
Soybean___healthy,train\Soybean___healthy\d4a90bc6-db0f-43e2-b3ac-7b178b6fb3ec___RS_HL 4058.JPG,val\Soybean___healthy\c20faf5e-7487-4a7f-9579-767b9ade0164___RS_HL 4232.JPG,4
Soybean___healthy,train\Soybean___healthy\d52c7953-d971-4e49-9ff6-5f3721da8a77___RS_HL 5401.JPG,val\Soybean___healthy\71010ab7-e729-462b-abf3-42cc36bf507a___RS_HL 3559.JPG,4
Soybean___healthy,train\Soybean___healthy\d52c7953-d971-4e49-9ff6-5f3721da8a77___RS_HL 5401.JPG,val\Soybean___healthy\b4f30be3-8f14-4138-8b06-9beb44b20c62___RS_HL 3764.JPG,2
Soybean___healthy,train\Soybean___healthy\d573c27c-475e-4f03-b7df-554da20afed5___RS_HL 3575.JPG,val\Soybean___healthy\23c94ac7-d14c-4185-8d61-82018a3ed304___RS_HL 4616.JPG,4
Soybean___healthy,train\Soybean___healthy\d6144acf-78ad-4891-af3f-b9750c71f318___RS_HL 4202.JPG,val\Soybean___healthy\5abf103d-2872-40c6-8ddd-8ef88f99746b___RS_HL 4105.JPG,4
Soybean___healthy,train\Soybean___healthy\d6498a4d-1725-4a1b-b327-5e89fa566b94___RS_HL 5637 1.JPG,val\Soybean___healthy\27a2656d-1dfc-46f0-a4c8-9c706b10e631___RS_HL 4759.JPG,4
